CUERPO,PROVINCIA,LOCALIDAD,CENTRO,PUESTO,PLA,Nombre,Apellido1,Apellido2,sexo,edad
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Mario,Escobar,Valle,Hombre,28
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Andrea,Sierra,Aguilar,Mujer,55
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Martín,Reyes,Carretero,Hombre,45
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Nicolás,Barroso,Vidal,Hombre,58
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Cristian,Cano,Nieto,Hombre,31
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Lucía,Sáez,Peralta,Mujer,62
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Ignacio,Carretero,Solano,Hombre,56
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Nuria,Salas,Lorente,Mujer,30
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Mateo,Cuevas,Mora,Hombre,56
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Óscar,Solís,Valverde,Hombre,27
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Belén,Lorenzo,Olmo,Hombre,37
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Sonia,Diez,Rueda,Mujer,31
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Raquel,Espejo,Sánchez,Mujer,44
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Martín,Calvo,Olmo,Hombre,30
MAESTROS,ALMERÍA,EL EJIDO,04005818-C.E.I.P. TIERNO GALVÁN,00597038-EDUCACIÓN PRIMARIA,1,Marisa,Mateo,Montero,Mujer,43
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597031-EDUCACIÓN INFANTIL,1,Félix,Segovia,Murillo,Hombre,44
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597031-EDUCACIÓN INFANTIL,1,Nicolás,Mateos,Medina,Hombre,52
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597031-EDUCACIÓN INFANTIL,1,Pilar,Suárez,Alfaro,Hombre,60
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597031-EDUCACIÓN INFANTIL,1,Ignacio,Sillero,Arellano,Hombre,39
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597031-EDUCACIÓN INFANTIL,1,Carolina,Toledo,Merino,Mujer,48
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597031-EDUCACIÓN INFANTIL,1,Miriam,Montoya,Sillero,Hombre,45
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597031-EDUCACIÓN INFANTIL,1,Natalia,Parra,Escobar,Mujer,39
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597031-EDUCACIÓN INFANTIL,1,Inés,Velasco,Roldán,Hombre,61
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597031-EDUCACIÓN INFANTIL,1,David,Medina,Castillo,Hombre,57
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597031-EDUCACIÓN INFANTIL,1,Teresa,Sáez,Cortés,Mujer,55
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597032-LENGUA EXTRANJERA-INGLÉS,1,Regina,Vidales,Hernández,Mujer,58
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597032-LENGUA EXTRANJERA-INGLÉS,1,Andrés,Gallego,Carrasco,Hombre,63
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597032-LENGUA EXTRANJERA-INGLÉS,1,Diego,Beltrán,Izquierdo,Hombre,59
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597033-LENGUA EXTRANJERA-FRANCÉS,1,Simón,Campos,Huertas,Hombre,50
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597034-EDUCACIÓN FÍSICA,1,Fernando,Escudero,Rodríguez,Hombre,36
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597036-PEDAGOGÍA TERAPÉUTICA,1,Alejandro,Campos,Saiz,Hombre,57
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597036-PEDAGOGÍA TERAPÉUTICA,1,Fernando,Benítez,Mateos,Hombre,49
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597036-PEDAGOGÍA TERAPÉUTICA,1,César,Valverde,Fernández,Hombre,64
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597037-AUDICIÓN Y LENGUAJE,1,Pilar,Vázquez,Solís,Hombre,34
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597038-EDUCACIÓN PRIMARIA,1,Iván,Muñoz,Lemus,Hombre,57
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597038-EDUCACIÓN PRIMARIA,1,Ramón,Cano,Peñalver,Hombre,63
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597038-EDUCACIÓN PRIMARIA,1,César,Martínez,Torres,Hombre,26
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597038-EDUCACIÓN PRIMARIA,1,David,Salinas,Miranda,Hombre,58
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597038-EDUCACIÓN PRIMARIA,1,Eva,Soto,Franco,Mujer,56
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597038-EDUCACIÓN PRIMARIA,1,Antonio,Rodríguez,Montes,Hombre,39
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,00597038-EDUCACIÓN PRIMARIA,1,Óscar,Roldán,Roca,Hombre,59
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1,Marisa,Torrens,Reina,Mujer,40
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1,Inés,Huertas,Roldán,Hombre,65
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS,1,Carlos,Salinas,Barbero,Hombre,50
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Pablo,García,Soto,Hombre,64
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Mario,Arias,Ponce,Hombre,33
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Carmen,Mesa,Nuñez,Mujer,31
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Esteban,Espejo,Cano,Hombre,45
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Beatriz,Rubio,Roldán,Mujer,31
MAESTROS,ALMERÍA,EL EJIDO,04006151-C.E.I.P. LAIMÚN,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Lorena,Hidalgo,Manso,Mujer,61
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Joaquín,López,Torres,Hombre,54
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Paula,Roman,Manso,Mujer,42
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Andrea,Correa,Miranda,Mujer,56
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Óscar,Peralta,Sáez,Hombre,63
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Luis,Aguirre,Cordero,Hombre,35
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,María,Miranda,Reina,Mujer,63
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590006-MATEMATICAS P.E.S.,1,Noelia,Marín,Torres,Mujer,60
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590006-MATEMATICAS P.E.S.,1,Mateo,Vidal,Blanco,Hombre,65
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590006-MATEMATICAS P.E.S.,1,Juan,Bernal,Fuentes,Hombre,54
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590006-MATEMATICAS P.E.S.,1,Álvaro,Rojo,Paredes,Hombre,50
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590006-MATEMATICAS P.E.S.,1,Óscar,Zapata,Castaño,Hombre,39
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590007-FISICA Y QUIMICA P.E.S.,1,Julián,Linares,Peña,Hombre,45
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590007-FISICA Y QUIMICA P.E.S.,1,Martín,Guzmán,Paredes,Hombre,33
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1,Nerea,Zamora,Alonso,Mujer,50
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1,Paula,Arellano,Franco,Mujer,44
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1,Alberto,Montes,Roca,Hombre,59
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590010-FRANCES P.E.S.,1,Adrián,Pérez,Cabello,Hombre,59
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590011-INGLES P.E.S.,1,Olivia,Estévez,Alonso,Mujer,58
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590011-INGLES P.E.S.,1,Yolanda,Guerrero,Escudero,Mujer,61
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590011-INGLES P.E.S.,1,Teresa,Caballero,Sáez,Mujer,40
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590011-INGLES P.E.S.,1,Daniela,Valverde,Valero,Mujer,28
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590011-INGLES P.E.S.,1,Belén,Herrero,Barbero,Hombre,42
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590011-INGLES P.E.S.,1,Cristian,Peralta,Real,Hombre,26
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Víctor,Andrés,Álvarez,Hombre,60
MAESTROS,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,Alejandro,Castro,Saura,Hombre,45
MAESTROS,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,Laura,Zamora,Rojo,Mujer,34
MAESTROS,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,Carlos,Olmo,Solano,Hombre,26
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Ángela,Ortega,Carmona,Mujer,62
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Fátima,Zamora,Segura,Mujer,46
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Alba,Flores,Montoya,Mujer,58
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Adela,Espejo,Bernal,Mujer,32
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,11590009-DIBUJO (INGLES) P.E.S.,1,Daniel,Cortés,Salinas,Hombre,49
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,11590016-MUSICA (INGLES) P.E.S.,1,Antonio,Solano,Rueda,Hombre,41
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,Gabriel,Huertas,Martínez,Hombre,33
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,César,Saura,Durán,Hombre,62
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,11590019-TECNOLOGIA (INGLES) P.E.S.,1,Joaquín,Reyes,Arroyo,Hombre,27
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,11590019-TECNOLOGIA (INGLES) P.E.S.,1,Bruno,Alfaro,Espejo,Hombre,29
PROFESORES DE ENSEÑANZA SECUNDARIA,ALMERÍA,EL EJIDO,04006689-I.E.S. LUZ DEL MAR,11590019-TECNOLOGIA (INGLES) P.E.S.,1,Fernando,Salas,Aguado,Hombre,50
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597032-LENGUA EXTRANJERA-INGLÉS,1,Carmen,Morales,Vidal,Mujer,31
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597032-LENGUA EXTRANJERA-INGLÉS,1,Martín,Molina,Álvarez,Hombre,25
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597032-LENGUA EXTRANJERA-INGLÉS,1,Alejandro,Castro,Fernández,Hombre,38
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Ramón,Cuenca,Garrido,Hombre,33
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Víctor,Medina,Baena,Hombre,62
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Amalia,Mateo,González,Mujer,37
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,María,Morales,Salgado,Mujer,34
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Félix,Andrés,Peña,Hombre,38
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Diego,Arroyo,Barroso,Hombre,60
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Rosa,Cano,Merino,Mujer,30
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Fátima,Esteban,Gil,Mujer,42
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Juan,Alonso,Vera,Hombre,43
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Rosa,Gil,Franco,Mujer,35
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Julia,Tapia,Jiménez,Mujer,33
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Alberto,Ramírez,Iglesias,Hombre,25
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Álvaro,García,Gallardo,Hombre,44
MAESTROS,ALMERÍA,EL EJIDO,04500520-C.E.PER. PABLO FREIRE,00597038-EDUCACIÓN PRIMARIA,1,Samuel,Jara,Hidalgo,Hombre,25
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597032-LENGUA EXTRANJERA-INGLÉS,1,Marta,Roca,Salazar,Mujer,54
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597032-LENGUA EXTRANJERA-INGLÉS,1,Marta,Morales,Del Río,Mujer,34
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597032-LENGUA EXTRANJERA-INGLÉS,1,Joaquim,Mateo,Cruz,Hombre,28
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597033-LENGUA EXTRANJERA-FRANCÉS,1,Jonás,Merino,Jiménez,Hombre,57
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597034-EDUCACIÓN FÍSICA,1,María,Velasco,Zamora,Mujer,39
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597036-PEDAGOGÍA TERAPÉUTICA,1,Daniela,Jiménez,Herrera,Mujer,45
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597037-AUDICIÓN Y LENGUAJE,1,Andrés,Linares,Jimeno,Hombre,49
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597038-EDUCACIÓN PRIMARIA,1,Adela,Luque,Rueda,Mujer,29
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597038-EDUCACIÓN PRIMARIA,1,Mateo,Lemus,Barbero,Hombre,57
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597038-EDUCACIÓN PRIMARIA,1,Félix,Aranda,Durán,Hombre,59
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597038-EDUCACIÓN PRIMARIA,1,Lidia,Segovia,Alonso,Mujer,55
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597038-EDUCACIÓN PRIMARIA,1,Alba,Fernández,Crespo,Mujer,53
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597038-EDUCACIÓN PRIMARIA,1,Daniela,León,Mendoza,Mujer,65
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597038-EDUCACIÓN PRIMARIA,1,Simón,Aguado,Espejo,Hombre,35
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,00597038-EDUCACIÓN PRIMARIA,1,Félix,Soler,Mérida,Hombre,58
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1,Manuel,Manso,López,Hombre,37
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,11597034-EDUC. FISICA (PRIMARIA)- BILINGÜE INGLÉS,1,José,Salazar,Moreno,Hombre,30
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,11597035-MÚSICA (PRIMARIA) - BILINGÜE INGLÉS,1,Olivia,Mérida,Sánchez,Mujer,28
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,César,Cordero,Martín,Hombre,37
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Martín,Real,Lorente,Hombre,26
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Antonio,Peralta,Lemus,Hombre,29
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Nuria,León,Salgado,Mujer,53
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Diego,Aguilar,Zamora,Hombre,34
MAESTROS,ALMERÍA,EL EJIDO,04601622-C.E.PR. CIAVIEJA,11597038-EDUCACIÓN PRIMARIA - BILINGÜE INGLÉS,1,Ignacio,Paredes,Álvarez,Hombre,32
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,AI594423-PIANISTA ACOMPAÑANTE (INSTRUMENTOS),1,Juan,Izquierdo,Herrero,Hombre,53
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594404-CLARINETE P.M.A.E.,1,Ramón,Ochoa,Pascual,Hombre,37
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594404-CLARINETE P.M.A.E.,1,Celia,Olmo,Ochoa,Mujer,35
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594406-CONTRABAJO P.M.A.E.,1,Francisco,Cordero,Arroyo,Hombre,31
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594410-FLAUTA TRAVESERA P.M.A.E.,1,Daniela,Aranda,Arroyo,Mujer,39
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594410-FLAUTA TRAVESERA P.M.A.E.,1,Ramón,Salinas,Gallardo,Hombre,33
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594412-FUNDAMENTOS DE COMPOSICION P.M.A.E.,1,Hugo,Sillero,Miranda,Hombre,55
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594412-FUNDAMENTOS DE COMPOSICION P.M.A.E.,1,Miguel,Roca,Santos,Hombre,33
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594414-GUITARRA P.M.A.E.,1,Félix,Solano,Vidal,Hombre,32
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594414-GUITARRA P.M.A.E.,1,Noelia,Estévez,Escobar,Mujer,34
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594414-GUITARRA P.M.A.E.,1,Daniela,Ortega,Benito,Mujer,47
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594414-GUITARRA P.M.A.E.,1,Sonia,Vázquez,Jiménez,Mujer,44
PROFESORES DE MÚSICA Y ARTES ESCÉNICAS,ALMERÍA,EL EJIDO,04700193-C.P.M. EL EJIDO,00594419-OBOE P.M.A.E.,1,Manuel,Mora,Ojeda,Hombre,45
